Date,Meal,Time,Calories,Fat (g),Saturated Fat,Polyunsaturated Fat,Monounsaturated Fat,Trans Fat,Cholesterol,Sodium (mg),Potassium,Carbohydrates (g),Fiber,Sugar,Protein (g),Vitamin A,Vitamin C,Calcium,Iron,Note
2023-04-04,Breakfast,8:35 AM,782.6,26.1,10.0,2.2,6.0,0.0,357.8,126.6,590.4,91.4,3.7,18.6,22.5,13.1,49.0,6.0,10.9,
2023-04-04,Breakfast,7:55 PM,88.8,4.4,0.3,0.0,0.0,0.0,0.0,63.4,247.3,10.1,1.3,4.4,1.9,12.7,0.0,15.9,1.3,
2023-04-04,Lunch,7:55 PM,610.0,18.0,9.0,0.0,0.0,0.0,100.0,2240.0,0.0,67.0,6.0,6.0,34.0,30.0,40.0,45.0,25.0,
2023-04-04,Snacks,7:55 PM,641.0,7.9,4.8,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,75.8,50.0,70.0,0.0,85.0,0.0,
2023-04-05,Breakfast,2:00 PM,565.6,34.2,5.0,2.5,4.8,0.0,516.0,1321.8,429.5,46.2,9.3,13.8,47.5,12.7,0.0,23.3,14.1,
2023-04-05,Lunch,2:00 PM,468.1,20.3,6.0,0.0,0.0,0.0,0.0,978.0,0.0,46.6,0.0,3.7,21.9,0.0,0.0,0.0,0.0,
2023-04-05,Dinner,10:20 AM,520.0,26.0,12.0,1.0,0.0,1.5,95.0,1100.0,0.0,41.0,3.0,10.0,30.0,10.0,2.0,30.0,25.0,
2023-04-05,Snacks,7:55 PM,169.0,4.9,2.8,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.8,22.5,0.0,0.0,0.0,0.0,
2023-04-06,Breakfast,10:20 AM,280.8,0.7,0.1,0.2,0.0,0.0,0.0,2.9,918.9,75.8,11.1,49.5,3.7,17.0,119.8,9.6,2.8,
2023-04-06,Breakfast,2:00 PM,510.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,46.0,55.0,140.0,0.0,170.0,0.0,
2023-04-06,Lunch,2:00 PM,545.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.4,0.0,0.0,24.2,0.0,0.0,0.0,0.0,
2023-04-06,Dinner,8:45 AM,948.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,
2023-04-07,Breakfast,8:45 AM,503.4,18.6,7.6,2.1,5.1,0.0,347.7,126.6,589.4,61.1,3.7,18.6,25.3,10.4,49.0,6.0,10.9,
2023-04-07,Breakfast,4:50 PM,1167.5,42.6,10.0,0.2,0.0,0.0,0.0,3.8,598.9,157.2,11.2,39.3,42.0,5.0,29.8,1.6,2.8,
2023-04-07,Snacks,11:05 PM,212.8,1.1,0.1,0.5,0.1,0.0,0.0,9.9,555.9,54.4,10.3,38.6,2.2,0.0,205.4,6.8,3.6,
2023-04-08,Breakfast,9:00 AM,462.3,22.3,8.8,2.0,5.1,0.0,359.4,358.7,167.0,37.4,0.8,6.9,27.6,26.6,50.9,5.6,10.3,
2023-04-08,Lunch,6:10 PM,468.1,20.3,6.0,0.0,0.0,0.0,0.0,978.0,0.0,46.6,0.0,3.7,21.9,0.0,0.0,0.0,0.0,
2023-04-08,Dinner,6:10 PM,280.5,9.1,1.1,0.4,0.0,0.0,0.0,90.0,845.0,31.5,8.0,10.9,22.0,556.9,248.2,12.5,12.6,
2023-04-08,Snacks,8:25 PM,337.7,3.5,2.3,0.0,0.0,0.0,0.0,240.0,0.0,22.9,0.5,22.2,54.9,0.0,0.0,0.0,0.0,
2023-04-09,Breakfast,2:20 PM,387.0,20.1,10.9,0.0,0.0,0.0,0.0,0.3,0.0,44.7,3.3,14.5,8.3,0.0,0.0,0.0,0.0,
2023-04-09,Breakfast,2:25 PM,456.2,23.4,3.7,0.8,2.8,0.0,0.0,0.0,0.0,41.3,0.0,0.1,18.6,0.0,0.0,0.0,0.0,
2023-04-09,Lunch,2:25 PM,612.5,26.3,10.5,0.0,0.0,0.0,52.5,1225.0,0.0,52.5,0.0,0.0,17.5,0.0,0.0,0.0,0.0,
2023-04-09,Dinner,9:15 PM,177.5,8.9,0.6,0.0,0.0,0.0,0.0,126.8,494.5,20.3,2.5,8.9,3.8,25.4,0.0,31.7,2.5,
2023-04-10,Breakfast,5:15 PM,538.4,9.0,4.1,1.0,1.0,0.0,0.0,0.2,254.2,68.8,8.9,42.6,41.8,0.8,0.8,0.8,0.0,
2023-04-10,Lunch,5:20 PM,303.6,11.1,2.0,1.1,7.7,0.0,0.0,1.7,0.0,14.1,2.5,0.1,35.6,0.0,0.0,0.0,0.0,
2023-04-10,Lunch,7:30 PM,243.0,0.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,29.4,25.5,0.0,0.0,0.0,0.0,
2023-04-10,Dinner,5:20 PM,377.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4,0.0,0.0,31.5,0.0,0.0,0.0,0.0,
2023-04-10,Dinner,7:30 PM,92.0,0.8,0.2,0.3,0.0,0.0,0.0,118.5,794.0,19.6,6.7,7.3,5.1,1113.7,232.8,10.4,7.8,
2023-04-10,Dinner,7:35 PM,8.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.5,1.4,0.4,0.0,0.0,0.0,0.0,
2023-04-11,Breakfast,10:35 AM,631.3,12.4,2.4,1.0,1.0,0.0,0.0,251.6,395.6,79.9,11.9,36.6,45.9,20.3,0.0,25.4,2.0,
2023-04-11,Lunch,,82.0,0.2,0.0,0.0,0.0,0.0,0.0,3.0,0.0,13.5,4.0,5.2,5.0,0.0,0.0,0.0,0.0,
2023-04-11,Lunch,2:05 PM,445.5,11.3,5.4,0.1,0.0,0.0,0.0,55.0,1952.8,49.9,7.2,6.9,35.2,91.7,38.3,5.8,11.6,
2023-04-11,Dinner,8:20 PM,264.2,1.6,0.1,0.0,0.0,0.0,0.0,300.0,0.0,27.0,5.4,13.0,33.5,0.0,0.0,45.0,0.0,
2023-04-12,Breakfast,2:45 PM,558.3,3.8,1.6,0.1,0.0,0.0,0.0,247.3,393.8,88.5,7.2,50.6,44.4,4.7,16.0,0.6,1.6,
2023-04-12,Lunch,7:10 PM,418.3,13.7,5.3,1.1,3.2,0.0,0.0,1154.0,0.0,33.6,6.0,6.5,37.2,0.0,0.0,0.0,0.0,
2023-04-12,Dinner,7:10 PM,217.0,11.1,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.3,0.0,0.0,0.0,0.0,
2023-04-12,Dinner,8:15 PM,387.1,7.8,0.8,0.3,0.1,0.0,0.0,459.9,3964.5,62.3,21.2,28.5,14.2,294.1,467.2,48.5,14.1,
2023-04-12,Snacks,10:05 PM,301.6,1.2,0.0,0.0,0.0,0.0,0.0,300.0,237.1,38.4,7.1,21.2,33.5,0.0,116.2,50.2,0.7,
2023-04-13,Breakfast,2:35 PM,510.9,13.7,2.2,0.8,0.9,0.0,0.0,258.8,494.5,52.7,12.0,21.5,40.3,25.4,0.0,31.7,2.5,
2023-04-13,Lunch,2:30 PM,544.0,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,77.8,0.0,0.0,0.0,0.0,
2023-04-13,Lunch,2:35 PM,546.1,27.8,5.4,7.2,4.4,0.0,0.0,1.4,57.3,60.9,7.4,18.7,14.0,0.2,0.3,2.1,2.9,
2023-04-13,Lunch,9:05 PM,121.0,0.4,0.2,0.1,0.0,0.0,0.0,1.4,486.9,31.1,3.5,16.6,1.5,5.8,19.7,0.7,2.0,
2023-04-13,Dinner,10:05 PM,213.0,1.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,21.5,4.0,7.5,27.2,0.0,0.0,37.5,0.0,
2023-04-14,Breakfast,9:30 AM,125.8,2.4,0.3,1.0,1.0,0.0,0.0,0.0,0.0,21.1,2.9,0.4,3.5,0.0,0.0,0.0,0.0,
2023-04-14,Breakfast,6:05 PM,371.7,6.5,3.9,0.1,0.0,0.0,0.0,1.4,486.9,45.0,3.8,30.0,36.5,5.8,19.7,0.7,2.0,
2023-04-14,Lunch,11:30 AM,574.8,29.1,13.2,0.9,3.8,0.0,0.0,901.2,0.0,31.2,6.4,3.4,44.4,0.0,0.0,60.0,0.0,
2023-04-14,Lunch,6:05 PM,381.5,15.1,7.8,0.0,0.0,0.0,0.0,75.0,0.0,34.3,7.6,2.1,36.5,0.0,0.0,0.0,0.0,
2023-04-14,Dinner,6:05 PM,326.5,9.1,1.0,0.2,0.0,0.0,0.0,57.9,648.5,42.0,6.0,22.0,22.7,24.0,219.4,8.3,11.6,
2023-04-14,Snacks,9:25 PM,415.6,13.2,3.6,4.2,4.6,0.0,9.0,567.8,979.3,72.3,11.8,32.1,5.6,0.0,239.0,14.2,13.0,
2023-04-15,Breakfast,12:35 PM,338.1,4.7,1.7,1.0,1.0,0.0,0.0,144.0,0.0,35.0,3.2,13.8,38.5,0.0,0.0,0.0,0.0,
2023-04-15,Lunch,12:30 PM,363.4,3.7,1.7,0.0,0.0,0.0,0.0,240.0,0.0,36.1,4.4,21.6,45.6,0.0,0.0,0.0,0.0,
2023-04-15,Dinner,2:25 PM,468.0,20.6,5.7,0.0,0.0,0.0,0.0,0.0,0.0,42.5,5.7,3.9,25.5,0.0,0.0,0.0,0.0,
2023-04-15,Dinner,6:55 PM,310.7,12.2,3.4,3.8,4.3,0.0,8.6,535.8,624.2,47.9,6.8,15.5,3.7,0.0,57.5,7.4,10.9,
2023-04-15,Snacks,12:50 PM,88.6,0.4,0.0,0.2,0.0,0.0,0.0,3.8,322.3,21.8,4.6,15.7,1.7,0.0,178.5,6.4,1.5,
2023-04-15,Snacks,6:45 PM,417.6,24.0,2.7,6.3,1.3,0.0,66.1,181.4,1130.2,20.3,8.6,6.0,33.1,46.1,301.1,15.1,14.5,
2023-04-16,Breakfast,8:05 AM,438.4,4.9,1.7,0.9,0.9,0.0,0.0,138.2,486.9,63.6,12.9,29.4,34.5,5.8,19.7,0.7,2.0,
2023-04-16,Breakfast,7:25 PM,177.5,8.9,0.6,0.0,0.0,0.0,0.0,126.8,494.5,20.3,2.5,8.9,3.8,25.4,0.0,31.7,2.5,
2023-04-16,Lunch,12:50 PM,560.3,18.4,4.4,5.3,6.0,0.0,150.8,1002.0,1494.8,47.8,9.3,14.9,51.5,0.0,268.4,14.0,18.4,
2023-04-16,Lunch,2:55 PM,373.0,17.0,3.0,0.0,0.0,0.0,0.0,428.0,0.0,38.0,3.0,1.7,15.0,0.0,0.0,0.0,0.0,
2023-04-16,Lunch,7:10 PM,230.0,10.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.3,1.8,20.0,0.0,0.0,0.0,0.0,
2023-04-16,Dinner,7:35 PM,218.2,1.0,0.3,0.0,0.0,0.0,0.0,282.0,122.2,43.6,3.9,2.7,8.1,0.0,0.0,0.0,0.0,
2023-04-16,Dinner,7:40 PM,163.6,11.1,3.9,1.8,4.1,0.0,48.0,176.6,176.0,0.1,0.0,0.0,14.8,0.0,0.0,0.4,1.2,
2023-04-17,Breakfast,8:20 AM,112.0,9.0,1.2,5.0,2.0,0.0,0.0,0.0,130.0,1.1,4.0,0.6,4.0,0.0,0.0,6.0,8.0,
2023-04-17,Breakfast,8:30 AM,439.2,5.1,1.7,1.2,1.2,0.0,0.0,145.2,422.4,65.3,6.7,28.1,35.1,5.0,17.1,0.6,1.7,
2023-04-17,Breakfast,8:30 PM,477.5,16.8,4.0,0.0,0.0,0.0,0.0,126.8,494.5,48.2,2.5,8.9,24.4,25.4,0.0,31.7,2.5,
2023-04-17,Lunch,3:15 PM,469.8,14.9,4.7,2.5,4.9,0.0,96.0,635.1,474.2,43.7,3.9,2.7,37.7,0.0,0.0,0.7,2.4,
2023-04-17,Snacks,3:20 PM,421.6,2.8,0.5,0.0,0.0,0.0,0.0,235.2,393.1,69.7,15.1,49.4,26.6,0.0,107.7,5.2,8.2,
2023-04-18,Breakfast,7:30 AM,293.5,3.9,1.5,0.8,0.8,0.0,0.0,144.0,0.0,30.9,2.7,13.5,33.3,0.0,0.0,0.0,0.0,
2023-04-18,Breakfast,7:50 AM,105.0,0.4,0.1,0.1,0.0,0.0,0.0,1.2,422.4,27.0,3.1,14.4,1.3,5.0,17.1,0.6,1.7,
2023-04-18,Breakfast,8:45 PM,177.5,8.9,0.6,0.0,0.0,0.0,0.0,126.8,494.5,20.3,2.5,8.9,3.8,25.4,0.0,31.7,2.5,
2023-04-18,Lunch,12:45 PM,831.1,18.6,0.3,0.0,0.0,0.0,95.0,354.6,196.6,38.7,12.6,36.7,65.6,20.0,59.9,22.6,34.1,
2023-04-18,Dinner,,888.0,15.7,8.6,0.2,0.2,0.0,0.0,1961.2,103.2,107.6,6.5,11.4,71.5,0.0,0.0,1.1,29.1,
2023-04-18,Snacks,9:45 PM,167.0,0.6,0.1,0.2,0.0,0.0,0.0,74.3,1912.2,30.9,10.3,21.7,4.2,183.4,107.5,9.7,1.0,
2023-04-19,Breakfast,8:15 AM,341.7,4.8,1.6,1.1,1.2,0.0,0.0,144.0,0.0,38.4,3.7,13.7,35.3,0.0,0.0,0.0,0.0,
2023-04-19,Breakfast,8:20 AM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2023-04-19,Breakfast,6:25 PM,484.0,22.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,39.6,5.1,3.9,29.1,0.0,0.0,0.0,0.0,
2023-04-19,Lunch,,510.0,22.0,12.0,2.0,5.0,0.0,66.0,660.0,1330.0,45.0,13.0,13.0,37.0,59.0,122.0,7.0,24.0,
2023-04-19,Lunch,6:30 PM,345.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.3,0.0,0.0,6.6,0.0,0.0,0.0,0.0,
2023-04-19,Dinner,6:25 PM,130.0,7.7,2.6,0.0,0.0,0.0,0.0,430.0,0.0,1.1,0.0,0.0,12.0,0.0,0.0,0.0,0.0,
2023-04-19,Dinner,8:45 PM,354.0,11.0,1.9,0.0,0.0,0.0,0.0,2330.0,0.0,31.9,3.2,2.8,20.1,0.0,0.0,0.0,0.0,
2023-04-20,Breakfast,11:05 AM,724.5,30.2,8.8,0.0,0.0,0.0,0.0,430.0,0.0,64.2,11.9,3.9,43.6,0.0,0.0,0.0,0.0,
2023-04-20,Breakfast,7:25 PM,712.2,19.3,4.6,1.2,3.2,0.0,0.0,506.1,1317.8,121.3,13.9,39.1,17.1,30.4,133.3,37.5,4.9,
2023-04-20,Lunch,7:10 PM,837.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,
2023-04-20,Dinner,7:10 PM,284.6,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.6,0.0,0.0,0.0,0.0,
2023-04-21,Breakfast,2:20 PM,81.6,0.3,0.1,0.0,0.0,0.0,0.0,144.0,0.0,12.0,0.0,12.0,8.2,0.0,0.0,0.0,0.0,
2023-04-21,Breakfast,2:25 PM,405.9,5.6,1.9,1.4,1.4,0.0,0.0,1.2,422.4,57.9,7.3,16.4,32.2,5.0,17.1,0.6,1.7,
2023-04-21,Lunch,12:30 PM,105.0,0.3,0.0,0.0,0.0,0.0,0.0,72.5,0.0,23.3,0.0,23.3,2.3,0.0,0.0,0.0,0.0,
2023-04-21,Lunch,2:25 PM,412.3,4.0,2.1,0.0,0.0,0.0,0.0,240.0,94.4,43.8,7.6,40.1,49.3,0.0,26.9,1.3,1.9,
2023-04-21,Lunch,5:30 PM,43.5,0.3,0.0,0.2,0.0,0.0,0.0,3.8,148.5,10.5,2.3,6.7,0.8,0.0,93.4,2.6,1.0,
2023-04-21,Dinner,,769.5,10.0,2.5,0.0,0.0,0.0,0.0,1201.8,0.0,80.9,12.2,5.5,84.0,0.0,0.0,0.0,0.0,
2023-04-21,Dinner,5:30 PM,227.8,9.5,3.1,2.0,3.3,0.0,327.4,224.0,1069.4,20.5,7.8,5.4,19.6,0.0,446.0,19.0,20.8,
2023-04-21,Snacks,10:00 AM,145.4,0.9,0.1,0.0,0.0,0.0,0.0,0.0,237.1,30.6,8.4,27.4,2.7,0.0,116.2,5.2,0.7,
2023-04-22,Breakfast,12:05 PM,677.5,5.9,1.8,1.3,1.2,0.0,0.0,220.1,681.3,122.1,12.6,76.5,39.5,5.0,35.7,2.1,3.3,
2023-04-22,Breakfast,12:45 PM,90.8,6.4,0.3,0.0,0.0,0.0,0.0,63.4,247.3,14.1,1.3,4.4,3.9,12.7,0.0,15.9,1.3,
2023-04-22,Lunch,12:45 PM,349.8,17.1,7.1,0.6,3.7,0.0,24.9,290.8,299.9,35.8,1.3,4.8,12.6,17.3,0.0,36.4,2.0,
2023-04-22,Lunch,1:05 PM,995.0,31.6,9.7,0.0,0.0,0.0,0.0,1790.1,0.0,98.3,9.8,47.2,71.9,0.0,0.0,0.0,0.0,
2023-04-22,Dinner,6:15 PM,84.7,0.0,0.0,0.0,0.0,0.0,0.0,70.5,1763.7,14.1,5.6,9.1,1.8,183.4,14.1,7.1,0.0,
2023-04-22,Dinner,6:30 PM,102.0,1.1,0.3,0.3,0.1,0.0,0.0,99.0,948.0,19.9,7.8,5.1,8.5,0.0,446.0,14.1,12.2,
2023-04-22,Dinner,8:05 PM,43.5,0.3,0.0,0.2,0.0,0.0,0.0,3.8,148.5,10.5,2.3,6.7,0.8,0.0,93.4,2.6,1.0,
2023-04-22,Snacks,7:30 AM,218.8,0.7,0.1,0.0,0.0,0.0,0.0,250.0,0.0,22.7,5.3,22.7,27.3,0.0,0.0,37.5,0.0,
2023-04-23,Breakfast,7:30 AM,466.2,4.4,0.6,1.1,1.2,0.0,0.0,400.7,0.0,60.2,9.1,33.9,42.0,0.0,0.0,0.0,0.0,
2023-04-23,Lunch,4:15 PM,627.0,34.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,43.8,2.8,9.2,38.2,0.0,0.0,0.0,0.0,
2023-04-24,Breakfast,,945.0,52.2,19.6,9.7,18.7,0.0,0.0,954.3,234.0,99.2,4.6,10.7,18.9,0.0,0.0,42.2,37.3,
2023-04-24,Breakfast,4:15 PM,208.0,17.5,8.2,0.0,0.0,0.0,0.0,900.0,0.0,0.1,0.0,0.1,12.7,0.0,0.0,60.0,0.0,
2023-04-25,Breakfast,7:45 AM,341.7,4.8,1.6,1.1,1.2,0.0,0.0,144.0,0.0,38.4,3.7,13.7,35.3,0.0,0.0,0.0,0.0,
2023-04-25,Lunch,10:05 PM,345.6,12.0,4.2,3.0,3.9,0.0,0.0,477.1,117.0,49.3,2.3,5.3,9.4,0.0,0.0,21.1,18.7,
2023-04-25,Lunch,10:10 PM,125.8,8.4,2.8,1.7,3.2,0.0,327.4,125.0,121.4,0.6,0.0,0.3,11.1,0.0,0.0,4.9,8.6,
2023-04-25,Dinner,10:10 PM,592.0,31.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,41.8,2.8,9.2,38.2,0.0,0.0,0.0,0.0,
2023-04-25,Snacks,6:45 AM,606.4,14.1,5.3,1.1,3.2,0.0,0.0,1.7,0.0,107.6,0.0,29.0,11.9,0.0,0.0,0.0,0.0,
2023-04-25,Snacks,10:10 PM,659.9,24.9,13.2,1.1,3.2,0.0,0.0,541.2,0.0,74.4,5.3,15.6,29.3,0.0,0.0,36.0,0.0,
2023-04-26,Breakfast,8:05 PM,715.0,23.0,5.1,2.1,5.0,0.0,40.0,991.2,742.4,107.7,9.1,35.4,24.1,17.0,107.1,8.6,1.7,
2023-04-26,Lunch,8:10 PM,542.0,9.6,1.1,0.0,0.0,0.0,0.0,400.0,0.0,89.7,0.0,0.0,24.3,0.0,0.0,0.0,0.0,
2023-04-26,Dinner,7:40 AM,679.8,25.9,9.9,1.4,11.6,0.0,82.0,553.2,427.0,58.0,7.3,21.4,47.7,15.5,13.2,52.8,13.2,
2023-04-27,Breakfast,5:20 PM,130.0,7.7,2.6,0.0,0.0,0.0,0.0,430.0,0.0,1.1,0.0,0.0,12.0,0.0,0.0,0.0,0.0,
2023-04-27,Breakfast,5:25 PM,727.6,29.2,6.7,0.0,0.0,0.0,0.0,95.1,370.9,78.3,13.8,10.6,34.5,19.0,0.0,23.8,1.9,
2023-04-27,Lunch,5:25 PM,1028.0,28.5,17.1,0.1,0.1,0.0,105.0,260.8,68.8,144.5,4.1,0.0,40.3,0.0,0.0,0.7,19.4,
2023-04-27,Dinner,5:25 PM,218.0,9.0,3.6,0.0,0.0,0.0,0.0,80.0,0.0,18.0,5.6,1.7,20.0,0.0,0.0,0.0,0.0,
2023-04-27,Dinner,9:10 PM,170.0,7.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,10.8,6.0,6.2,11.2,0.0,0.0,0.0,0.0,
2023-04-27,Snacks,9:10 PM,511.6,4.4,2.3,0.1,0.0,0.0,0.0,241.2,422.4,64.8,8.8,51.7,54.6,5.0,17.1,0.6,1.7,
2023-04-28,Breakfast,7:00 AM,468.1,4.8,0.7,1.3,1.3,0.0,0.0,298.4,422.4,68.1,12.5,26.9,36.8,5.0,17.1,0.6,1.7,
2023-04-28,Lunch,10:35 AM,409.4,18.4,6.6,2.8,6.4,0.0,327.4,455.1,121.4,36.3,6.4,4.1,20.5,0.0,0.0,6.9,20.6,
2023-04-28,Lunch,11:35 AM,216.8,5.0,1.9,0.6,1.6,0.0,0.0,165.0,0.0,35.9,3.5,19.6,4.7,0.0,0.0,1.0,6.0,
2023-04-28,Lunch,5:40 PM,270.0,0.4,0.1,0.1,0.1,0.0,0.0,0.8,64.5,59.5,1.0,0.0,5.0,0.0,0.0,0.7,18.2,
2023-04-28,Dinner,5:40 PM,449.2,29.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,68.5,0.0,0.0,0.0,0.0,
2023-04-28,Snacks,9:20 PM,409.4,10.4,3.9,1.2,3.2,0.0,0.0,332.5,258.9,69.1,12.2,28.9,10.0,0.0,18.6,3.5,13.6,
2023-04-29,Breakfast,7:30 AM,668.1,9.2,1.0,1.2,1.2,0.0,0.0,448.8,669.7,103.6,13.5,59.2,41.0,17.7,17.1,16.5,3.0,
2023-04-29,Lunch,1:55 PM,602.6,38.8,8.6,4.1,14.4,0.0,590.1,551.2,447.2,21.3,1.3,1.5,39.5,0.0,2.4,8.8,16.4,
2023-04-29,Lunch,2:00 PM,438.0,21.3,0.5,0.0,0.0,0.0,0.0,5.0,320.0,44.5,2.0,22.0,12.0,15.0,160.0,8.0,10.0,
2023-04-29,Lunch,6:05 PM,218.0,9.0,3.6,0.0,0.0,0.0,0.0,80.0,0.0,18.0,5.6,1.7,20.0,0.0,0.0,0.0,0.0,
2023-04-29,Dinner,6:20 PM,343.0,20.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.0,0.0,31.6,0.0,0.0,0.0,0.0,
2023-04-29,Dinner,6:25 PM,283.4,11.1,3.1,3.4,4.0,0.0,7.8,488.8,569.4,43.7,6.2,14.2,3.4,0.0,52.4,6.8,10.0,
2023-04-30,Breakfast,,177.5,8.9,0.6,0.0,0.0,0.0,0.0,126.8,494.5,20.3,2.5,8.9,3.8,25.4,0.0,31.7,2.5,
2023-04-30,Breakfast,7:00 AM,371.7,5.4,1.7,1.1,1.2,0.0,0.0,144.0,0.0,39.4,9.4,13.7,37.8,0.0,0.0,0.0,0.0,
2023-04-30,Breakfast,11:00 AM,372.9,3.2,1.7,0.0,0.0,0.0,0.0,240.0,0.0,36.4,0.4,21.6,46.5,0.0,0.0,0.0,0.0,
2023-04-30,Lunch,12:45 PM,648.0,20.7,8.3,0.0,0.0,0.0,0.0,1060.1,25.0,67.5,10.4,5.2,42.2,0.0,0.0,8.0,21.0,
2023-04-30,Dinner,11:45 AM,514.1,20.0,6.9,3.0,6.9,0.0,372.0,472.1,138.0,50.7,6.4,4.2,24.3,0.0,0.0,7.6,21.7,
2023-04-30,Dinner,6:30 PM,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,6.5,0.0,3.0,0.0,0.0,0.0,0.0,
2023-04-30,Snacks,6:30 PM,150.0,11.0,6.0,0.0,0.0,0.0,5.0,70.0,120.0,17.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,
2023-05-01,Breakfast,11:45 AM,744.6,8.4,3.4,1.1,1.2,0.0,0.0,384.0,0.0,75.6,18.6,35.3,84.2,0.0,0.0,0.0,0.0,
2023-05-01,Breakfast,8:30 PM,177.5,8.9,0.6,0.0,0.0,0.0,0.0,126.8,494.5,20.3,2.5,8.9,3.8,25.4,0.0,31.7,2.5,
2023-05-01,Snacks,7:45 AM,85.5,0.5,0.0,0.2,0.1,0.0,0.0,1.5,115.5,21.7,3.6,14.9,1.1,0.0,24.3,0.9,2.3,
2023-05-01,Snacks,7:50 AM,116.3,1.3,0.0,0.8,0.1,0.0,0.0,2.7,417.5,26.5,13.6,12.6,3.3,0.3,124.5,6.9,9.0,
2023-05-01,Snacks,3:20 PM,1158.0,19.3,3.0,0.0,0.0,0.0,0.0,284.0,0.0,156.0,18.8,20.0,88.0,0.0,0.0,0.0,0.0,
2023-05-01,Snacks,8:30 PM,360.6,18.3,7.9,1.1,3.2,0.0,0.0,628.1,0.0,35.9,3.9,2.2,11.3,0.0,0.0,31.2,0.0,
2023-05-02,Breakfast,7:50 AM,849.6,8.8,3.5,1.2,1.2,0.0,0.0,385.2,422.4,102.6,21.7,49.7,85.5,5.0,17.1,0.6,1.7,
2023-05-02,Lunch,7:55 PM,512.6,26.9,12.1,0.0,0.0,0.0,0.0,1890.0,0.0,44.8,2.4,3.6,21.6,0.0,0.0,60.0,0.0,
2023-05-02,Dinner,5:20 PM,468.0,20.6,5.7,0.0,0.0,0.0,0.0,0.0,0.0,42.5,5.7,3.9,25.5,0.0,0.0,0.0,0.0,
2023-05-02,Dinner,7:55 PM,380.0,23.0,10.0,0.0,0.0,0.0,85.0,380.0,0.0,38.0,2.0,15.0,9.0,10.0,0.0,6.0,8.0,
2023-05-02,Snacks,7:45 AM,218.9,1.6,0.0,0.9,0.1,0.0,0.0,4.3,502.3,53.4,16.0,34.9,4.0,0.3,140.8,7.6,10.9,
2023-05-02,Snacks,7:55 PM,263.9,4.4,0.8,0.1,0.1,0.0,52.9,78.0,34.4,31.7,0.6,0.0,20.9,0.0,0.0,1.8,12.5,
2023-05-03,Breakfast,6:45 PM,593.8,29.0,8.5,1.7,3.2,0.0,327.4,125.0,121.4,43.1,5.7,4.2,36.6,0.0,0.0,4.9,8.6,
2023-05-03,Lunch,6:45 PM,738.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,
2023-05-03,Snacks,6:00 PM,390.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,22.0,0.0,0.0,0.0,0.0,
2023-05-03,Snacks,6:55 PM,290.0,9.0,7.0,0.0,0.0,0.0,45.0,130.0,0.0,40.0,2.0,34.0,11.0,15.0,2.0,35.0,15.0,
2023-05-03,Snacks,10:00 PM,429.2,6.5,0.4,1.1,0.1,0.0,0.0,72.1,1240.1,94.3,21.3,55.9,7.6,17.7,208.0,25.9,13.6,
2023-05-04,Breakfast,8:45 AM,125.8,8.4,2.8,1.7,3.2,0.0,327.4,125.0,121.4,0.6,0.0,0.3,11.1,0.0,0.0,4.9,8.6,
2023-05-04,Breakfast,11:25 AM,469.0,20.3,5.2,0.0,0.0,0.0,0.0,2430.0,0.0,40.0,5.2,4.1,29.0,0.0,0.0,0.0,0.0,
